id,name,latitude,longitude ,feature class,feature code,admin1,admin2,admin3,admin4,population,demelev
11186626,Mushonyi,-1.86406,29.32729,A,ADM3,14,32,3209,,0,1812
11186627,Mwendo,-2.14993,29.67828,A,ADM3,15,26,2607,,0,1652
11186628,Rusebeya,-1.93735,29.48252,A,ADM3,14,32,3213,,0,2362
11186629,Bugeshi,-1.54041,29.37555,A,ADM3,14,33,3301,,0,2369
11186630,Busasamana,-1.58964,29.33775,A,ADM3,14,33,3302,,0,2085
11186631,Cyanzarwe,-1.63488,29.31824,A,ADM3,14,33,3303,,0,1835
11186632,Gisenyi,-1.6867,29.25912,A,ADM3,14,33,3304,,0,1525
11186633,Kanama,-1.70731,29.39391,A,ADM3,14,33,3305,,0,2476
11186634,Kanzenze,-1.64813,29.38656,A,ADM3,14,33,3306,,0,2325
11186635,Mudende,-1.59994,29.38404,A,ADM3,14,33,3307,,0,2316
11186636,Nyakiriba,-1.67404,29.3542,A,ADM3,14,33,3308,,0,1961
11186637,Nyamyumba,-1.73706,29.28876,A,ADM3,14,33,3309,,0,1635
11186638,Nyundo,-1.72448,29.33731,A,ADM3,14,33,3310,,0,2051
11186639,Rubavu,-1.66007,29.28909,A,ADM3,14,33,3311,,0,1648
11186640,Rugerero,-1.68814,29.2984,A,ADM3,14,33,3312,,0,1644
11186641,Kinihira,-2.17682,29.64165,A,ADM3,15,26,2605,,0,1874
11186642,Mbuye,-2.14575,29.84039,A,ADM3,15,26,2606,,0,1517
11186643,Bigogwe,-1.63288,29.42964,A,ADM3,14,34,3401,,12015,2443
11186644,Jenda,-1.58361,29.46987,A,ADM3,14,34,3402,,0,2672
11186645,Jomba,-1.72578,29.57796,A,ADM3,14,34,3403,,0,2230
11186646,Kagarama,-1.99774,30.1134,A,ADM3,12,13,1304,,0,1433
11186647,Kitabi,-2.54596,29.42273,A,ADM3,15,25,2509,,0,2217
11186648,Mbazi,-2.37511,29.58976,A,ADM3,15,25,2510,,0,1882
11186649,Mugano,-2.27979,29.51149,A,ADM3,15,25,2511,,0,1703
11186650,Mukura,-2.02039,29.49024,A,ADM3,14,32,3206,,0,2461
11186651,Murunda,-1.87894,29.42049,A,ADM3,14,32,3207,,0,2508
11186652,Musasa,-1.93907,29.34446,A,ADM3,14,32,3208,,0,1688
11186653,Kicukiro,-1.97182,30.09716,A,ADM3,12,13,1306,,0,1473
11186654,Masaka,-2.02226,30.20316,A,ADM3,12,13,1308,,0,1458
11186655,Niboye,-1.97635,30.11382,A,ADM3,12,13,1309,,0,1469
11186656,Nyarugunga,-1.97447,30.15799,A,ADM3,12,13,1310,,0,1461
11186657,Busasamana,-2.35916,29.75455,A,ADM3,15,21,2101,,0,1745
11186658,Busoro,-2.27699,29.93604,A,ADM3,15,21,2102,,0,1392
11186659,Mushubati,-1.99859,29.40612,A,ADM3,14,32,3210,,0,1848
11186660,Nyabirasi,-1.77297,29.38329,A,ADM3,14,32,3211,,0,2237
11186661,Ruhango,-1.85334,29.38977,A,ADM3,14,32,3212,,0,2179
11186662,Ngoma,-2.60189,29.73391,A,ADM3,15,24,2409,,0,1686
11186663,Ruhashya,-2.5201,29.7368,A,ADM3,15,24,2410,,0,1622
11186664,Rusatira,-2.46754,29.78356,A,ADM3,15,24,2411,,0,1671
11186665,Rwaniro,-2.43196,29.7077,A,ADM3,15,24,2412,,0,1641
11186666,Simbi,-2.50239,29.68161,A,ADM3,15,24,2413,,0,1811
11186667,Tumba,-2.62825,29.74144,A,ADM3,15,24,2414,,0,1761
11186668,Buruhukiro,-2.44717,29.36881,A,ADM3,15,25,2501,,0,2397
11186669,Cyanika,-2.42864,29.61633,A,ADM3,15,25,2502,,0,1848
11186670,Gasaka,-2.47384,29.56477,A,ADM3,15,25,2503,,0,1832
11186671,Gatare,-2.3776,29.38407,A,ADM3,15,25,2504,,0,2501
11186672,Kaduha,-2.3422,29.52083,A,ADM3,15,25,2505,,0,1952
11186673,Kamegeri,-2.51905,29.56687,A,ADM3,15,25,2506,,0,1844
11186674,Kibirizi,-2.44621,29.52792,A,ADM3,15,25,2507,,0,1913
11186675,Kibumbwe,-2.39974,29.52947,A,ADM3,15,25,2508,,0,2122
11186676,Tare,-2.52179,29.50608,A,ADM3,15,25,2516,,0,1959
11186677,Uwinkingi,-2.49478,29.40614,A,ADM3,15,25,2517,,0,2250
11186678,Bweramana,-2.22707,29.70713,A,ADM3,15,26,2601,,0,1652
11186679,Byimana,-2.15396,29.74724,A,ADM3,15,26,2602,,0,1854
11186680,Kabagali,-2.22491,29.61357,A,ADM3,15,26,2603,,0,1700
11186681,Kinazi,-2.18714,29.91956,A,ADM3,15,26,2604,,0,1436
11186682,Kabatwa,-1.549,29.42099,A,ADM3,14,34,3404,,0,2810
11186683,Karago,-1.64657,29.49958,A,ADM3,14,34,3405,,0,2523
11186684,Kintobo,-1.60643,29.55599,A,ADM3,14,34,3406,,0,2528
11186685,Mukamira,-1.59424,29.51378,A,ADM3,14,34,3407,,0,2328
11186686,Muringa,-1.73341,29.49467,A,ADM3,14,34,3408,,0,2309
11186687,Rambura,-1.68757,29.48628,A,ADM3,14,34,3409,,0,2596
11186688,Rugera,-1.62276,29.61107,A,ADM3,14,34,3410,,0,1856
11186689,Rurembo,-1.65727,29.57662,A,ADM3,14,34,3411,,0,2205
11186690,Shyira,-1.69429,29.6103,A,ADM3,14,34,3412,,0,2110
11186691,Bwira,-1.94743,29.57169,A,ADM3,14,35,3501,,0,2033
11186692,Gatumba,-1.95048,29.63302,A,ADM3,14,35,3502,,0,1749
11186693,Hindiro,-1.80018,29.59899,A,ADM3,14,35,3503,,0,2029
11186694,Kabaya,-1.77554,29.55232,A,ADM3,14,35,3504,,0,2374
11186695,Kageyo,-1.8702,29.58115,A,ADM3,14,35,3505,,0,2264
11186696,Kavumu,-1.85595,29.52685,A,ADM3,14,35,3506,,0,2096
11186697,Matyazo,-1.75974,29.62991,A,ADM3,14,35,3507,,0,1735
11186698,Muhanda,-1.80678,29.47625,A,ADM3,14,35,3508,,0,2667
11186699,Muhororo,-1.89948,29.63409,A,ADM3,14,35,3509,,0,1799
11186700,Ndaro,-1.99502,29.58111,A,ADM3,14,35,3510,,0,1913
11186701,Ngororero,-1.83472,29.64121,A,ADM3,14,35,3511,,0,1678
11186702,Nyange,-2.04636,29.5958,A,ADM3,14,35,3512,,0,1710
11186703,Sovu,-1.91423,29.52535,A,ADM3,14,35,3513,,0,2236
11186704,Bugarama,-2.7053,29.0285,A,ADM3,14,36,3601,,0,951
11186705,Butare,-2.53606,29.16395,A,ADM3,14,36,3602,,0,1731
11186706,Bweyeye,-2.58457,29.2778,A,ADM3,14,36,3603,,0,2497
11186707,Gashonga,-2.59486,28.93342,A,ADM3,14,36,3604,,0,1747
11186708,Giheke,-2.45888,28.95502,A,ADM3,14,36,3605,,0,1773
11186709,Gihundwe,-2.45792,28.91925,A,ADM3,14,36,3606,,0,1590
11186710,Gikundamvura,-2.63086,29.04423,A,ADM3,14,36,3607,,0,1209
11186711,Gitambi,-2.59645,28.99039,A,ADM3,14,36,3608,,0,1317
11186712,Kamembe,-2.49228,28.91441,A,ADM3,14,36,3609,,0,1680
11186713,Muganza,-2.64359,29.01974,A,ADM3,14,36,3610,,0,1010
11186714,Mururu,-2.52201,28.90418,A,ADM3,14,36,3611,,0,1631
11186715,Nkanka,-2.41177,28.93677,A,ADM3,14,36,3612,,0,1579
11186716,Nkombo,-2.39608,28.91072,A,ADM3,14,36,3613,,0,1549
11186717,Nkungu,-2.52935,28.98002,A,ADM3,14,36,3614,,0,2037
11186718,Nyakabuye,-2.56315,29.03054,A,ADM3,14,36,3615,,0,1201
11186719,Nyakarenzo,-2.5476,28.9258,A,ADM3,14,36,3616,,0,1786
11186720,Nzahaha,-2.66409,28.95067,A,ADM3,14,36,3617,,0,1579
11186721,Rwimbogo,-2.63573,28.97568,A,ADM3,14,36,3618,,0,1416
11186722,Bushekeri,-2.43964,29.10149,A,ADM3,14,37,3701,,0,1883
11186723,Bushenge,-2.42577,28.98879,A,ADM3,14,37,3702,,0,1701
11186724,Cyato,-2.40337,29.25938,A,ADM3,14,37,3703,,0,2330
11186725,Gihombo,-2.1995,29.23562,A,ADM3,14,37,3704,,0,1699
11186726,Kagano,-2.35584,29.1122,A,ADM3,14,37,3705,,0,1474
11186727,Kanjongo,-2.3421,29.16677,A,ADM3,14,37,3706,,0,1798
11186728,Karambi,-2.32373,29.27256,A,ADM3,14,37,3707,,0,2288
11186729,Karengera,-2.5131,29.05663,A,ADM3,14,37,3708,,0,1590
11186730,Kirimbi,-2.26057,29.22747,A,ADM3,14,37,3709,,0,1621
11186731,Macuba,-2.30389,29.1941,A,ADM3,14,37,3710,,0,1557
11186732,Mahembe,-2.24047,29.28514,A,ADM3,14,37,3711,,0,1911
11186733,Nyabitekeri,-2.33814,29.02696,A,ADM3,14,37,3712,,0,1579
11186734,Rangiro,-2.43419,29.17705,A,ADM3,14,37,3713,,0,1837
11186735,Ruharambuga,-2.46839,29.02888,A,ADM3,14,37,3714,,0,1620
11186736,Shangi,-2.39368,29.02658,A,ADM3,14,37,3715,,0,1591
11186737,Base,-1.64095,29.89751,A,ADM3,13,41,4101,,0,1750
11186738,Burega,-1.7312,30.03679,A,ADM3,13,41,4102,,0,1902
11186739,Bushoki,-1.70182,29.90788,A,ADM3,13,41,4103,,0,1790
11186740,Buyoga,-1.6972,30.02432,A,ADM3,13,41,4104,,0,1665
11186741,Cyinzuzi,-1.75956,30.01061,A,ADM3,13,41,4105,,0,1814
11186742,Cyungo,-1.61238,29.91901,A,ADM3,13,41,4106,,0,1872
11186743,Ntarabana,-1.78323,30.09681,A,ADM3,13,41,4113,,0,1718
11186744,Rukozo,-1.63491,29.95119,A,ADM3,13,41,4114,,0,1957
11186745,Rusiga,-1.81057,29.93678,A,ADM3,13,41,4115,,0,2164
11186746,Shyrongi,-1.86538,29.95321,A,ADM3,13,41,4116,,0,1572
11186747,Tumba,-1.70782,29.95105,A,ADM3,13,41,4117,,0,2189
11186748,Busengo,-1.63318,29.71618,A,ADM3,13,42,4201,,0,1715
11186749,Coko,-1.78174,29.81041,A,ADM3,13,42,4202,,0,1913
11186750,Cyabingo,-1.58553,29.69453,A,ADM3,13,42,4203,,0,1789
11186751,Gakenke,-1.67035,29.78517,A,ADM3,13,42,4204,,0,1696
11186752,Gashenyi,-1.6459,29.84989,A,ADM3,13,42,4205,,0,1745
11186753,Janja,-1.66898,29.70232,A,ADM3,13,42,4206,,0,1834
11186754,Kamubuga,-1.58047,29.80193,A,ADM3,13,42,4207,,0,2389
11186755,Karambo,-1.62732,29.8246,A,ADM3,13,42,4208,,0,1848
11186756,Kivuruga,-1.59521,29.75355,A,ADM3,13,42,4209,,0,1972
11186757,Mataba,-1.72145,29.75692,A,ADM3,13,42,4210,,0,1747
11186758,Minazi,-1.73941,29.78949,A,ADM3,13,42,4211,,0,2104
11186759,Mugunga,-1.6921,29.65384,A,ADM3,13,42,4212,,0,1538
11186760,Muhondo,-1.81085,29.88645,A,ADM3,13,42,4213,,0,1677
11186761,Muyongwe,-1.74317,29.89077,A,ADM3,13,42,4214,,0,1726
11186762,Muzo,-1.70884,29.7074,A,ADM3,13,42,4215,,0,2065
11186763,Nemba,-1.62056,29.78724,A,ADM3,13,42,4216,,0,1838
11186764,Ruli,-1.82705,29.83929,A,ADM3,13,42,4217,,0,1794
11186765,Rusasa,-1.62519,29.65447,A,ADM3,13,42,4218,,0,1580
11186766,Rushashi,-1.7157,29.85439,A,ADM3,13,42,4219,,0,1801
11186767,Busogo,-1.55958,29.56177,A,ADM3,13,43,4301,,0,2212
11186768,Cyuve,-1.47401,29.65572,A,ADM3,13,43,4302,,0,1901
11186769,Gacaca,-1.50233,29.69743,A,ADM3,13,43,4303,,0,1893
11186770,Gashaki,-1.53334,29.74701,A,ADM3,13,43,4304,,0,1864
11186771,Gataraga,-1.53551,29.51466,A,ADM3,13,43,4305,,0,2687
11186772,Kimonyi,-1.52381,29.59261,A,ADM3,13,43,4306,,0,1852
11186773,Kinigi,-1.43377,29.54957,A,ADM3,13,43,4307,,0,2432
11186774,Nyange,-1.42776,29.62558,A,ADM3,13,43,4312,,0,2307
11186775,Remera,-1.54201,29.71936,A,ADM3,13,43,4313,,0,1947
11186776,Rwaza,-1.55886,29.66713,A,ADM3,13,43,4314,,0,1717
11186777,Shingiro,-1.49883,29.51759,A,ADM3,13,43,4315,,0,2978
11186778,Bungwe,-1.49195,29.96829,A,ADM3,13,44,4401,,0,2270
11186779,Butaro,-1.39575,29.85126,A,ADM3,13,44,4402,,0,2066
11186780,Cyanika,-1.37512,29.72178,A,ADM3,13,44,4403,,0,2189
11186781,Muko,-1.71256,30.22314,A,ADM3,13,45,4511,,0,1614
11186782,Mutete,-1.71611,30.0959,A,ADM3,13,45,4512,,0,1961
11186783,Nyamiyaga,-1.68103,30.14248,A,ADM3,13,45,4513,,0,2030
11186784,Nyankenke,-1.59287,30.00417,A,ADM3,13,45,4514,,0,2018
11186785,Rubaya,-1.46828,29.99526,A,ADM3,13,45,4515,,0,1872
11186786,Rukomo,-1.61568,30.12217,A,ADM3,13,45,4516,,0,1845
11186787,Rushaki,-1.47518,30.10706,A,ADM3,13,45,4517,,0,1878
11186788,Rutare,-1.73599,30.15517,A,ADM3,13,45,4518,,0,1960
11186789,Ruvune,-1.64021,30.18504,A,ADM3,13,45,4519,,0,1671
11186790,Rwamiko,-1.77027,30.18727,A,ADM3,13,45,4520,,0,1717
11186791,Shangasha,-1.53369,30.08034,A,ADM3,13,45,4521,,0,2092
11186792,Fumbwe,-1.86077,30.28335,A,ADM3,11,51,5101,,0,1679
11186793,Gahengeri,-1.95016,30.30497,A,ADM3,11,51,5102,,0,1600
11186794,Gishali,-1.89889,30.41005,A,ADM3,11,51,5103,,0,1535
11186795,Karenge,-2.08331,30.31315,A,ADM3,11,51,5104,,0,1474
11186796,Kigabiro,-1.97873,30.44037,A,ADM3,11,51,5105,,0,1435
11186797,Muhazi,-1.88924,30.45281,A,ADM3,11,51,5106,,0,1537
11186798,Munyaga,-2.03255,30.45527,A,ADM3,11,51,5107,,0,1413
11186799,Munyiginya,-1.91595,30.37361,A,ADM3,11,51,5108,,0,1463
11186800,Musha,-1.90459,30.33519,A,ADM3,11,51,5109,,0,1570
11186801,Muyumbu,-1.99425,30.26915,A,ADM3,11,51,5110,,0,1519
11186802,Mwulire,-1.97865,30.38132,A,ADM3,11,51,5111,,0,1410
11186803,Nyakaliro,-2.05054,30.25535,A,ADM3,11,51,5112,,0,1447
11186804,Nzige,-2.02806,30.3294,A,ADM3,11,51,5113,,0,1614
11186805,Rubona,-2.04455,30.39863,A,ADM3,11,51,5114,,0,1516
11186806,Gatunda,-1.40628,30.19898,A,ADM3,11,52,5201,,0,1486
11186807,Karama,-1.36212,30.18235,A,ADM3,11,52,5202,,0,1427
11186808,Karangazi,-1.42233,30.50412,A,ADM3,11,52,5203,,0,1404
11186809,Katabagemu,-1.46948,30.31378,A,ADM3,11,52,5204,,0,1401
11186810,Kiyombe,-1.41924,30.12276,A,ADM3,11,52,5205,,0,1848
11186811,Matimba,-1.1183,30.43902,A,ADM3,11,52,5206,,0,1333
11186812,Mimuri,-1.46562,30.2313,A,ADM3,11,52,5207,,0,1374
11186813,Mukama,-1.46761,30.18495,A,ADM3,11,52,5208,,0,1489
11186814,Musheri,-1.12297,30.378,A,ADM3,11,52,5209,,0,1354
11186815,Nyagatare,-1.34082,30.34594,A,ADM3,11,52,5210,,0,1460
11186816,Rukomo,-1.36564,30.26571,A,ADM3,11,52,5211,,0,1427
11186817,Rwempasha,-1.21689,30.3261,A,ADM3,11,52,5212,,0,1377
11186818,Rwimiyaga,-1.26349,30.47041,A,ADM3,11,52,5213,,0,1375
11186819,Tabagwe,-1.2982,30.2346,A,ADM3,11,52,5214,,0,1443
11186820,Gasange,-1.80429,30.2927,A,ADM3,11,53,5301,,0,1665
11186821,Gatsibo,-1.60263,30.24472,A,ADM3,11,53,5302,,0,1552
11186822,Gitoki,-1.64043,30.33583,A,ADM3,11,53,5303,,0,1438
11186823,Kabarore,-1.56032,30.39338,A,ADM3,11,53,5304,,0,1493
11186824,Nkotsi,-1.57595,29.61879,A,ADM3,13,43,4311,,0,1762
11186825,Kageyo,-1.65948,30.2655,A,ADM3,11,53,5305,,0,1731
11186826,Kiramuruzi,-1.82293,30.39918,A,ADM3,11,53,5306,,0,1488
11186827,Karembo,-2.12887,30.44997,A,ADM3,11,56,5603,,0,1561
11186828,Kibungo,-2.13574,30.56865,A,ADM3,11,56,5605,,0,1550
11186829,Mugesera,-2.11845,30.36948,A,ADM3,11,56,5606,,0,1398
11186830,Murama,-2.22425,30.55813,A,ADM3,11,56,5607,,0,1397
11186831,Mutenderi,-2.28374,30.47948,A,ADM3,11,56,5608,,0,1457
11186832,Remera,-2.08288,30.53469,A,ADM3,11,56,5609,,0,1533
11186833,Rukira,-2.16009,30.61355,A,ADM3,11,56,5610,,0,1622
11186834,Rukumberi,-2.17075,30.31372,A,ADM3,11,56,5611,,0,1350
11186835,Rurenge,-2.106,30.49788,A,ADM3,11,56,5612,,0,1351
11186836,Zaza,-2.15947,30.40564,A,ADM3,11,56,5614,,0,1428
11186837,Gashora,-2.24112,30.24894,A,ADM3,11,57,5701,,0,1333
11186838,Juru,-2.10821,30.21835,A,ADM3,11,57,5702,,0,1545
11186839,Kamabuye,-2.38996,30.14008,A,ADM3,11,57,5703,,0,1413
11186840,Mareba,-2.25791,30.06256,A,ADM3,11,57,5704,,0,1356
11186841,Mayange,-2.24256,30.15715,A,ADM3,11,57,5705,,0,1407
11186842,Kinihira,-1.66259,29.96512,A,ADM3,13,41,4107,,0,1812
11186843,Kisaro,-1.64327,30.03574,A,ADM3,13,41,4108,,0,1899
11186844,Masoro,-1.80408,30.0641,A,ADM3,13,41,4109,,0,1548
11186845,Mbogo,-1.76712,29.95651,A,ADM3,13,41,4110,,0,2044
11186846,Murambi,-1.81757,30.0308,A,ADM3,13,41,4111,,0,1632
11186847,Ngoma,-1.81503,29.98927,A,ADM3,13,41,4112,,0,1655
11186848,Muhoza,-1.51265,29.64525,A,ADM3,13,43,4308,,0,1897
11186849,Muko,-1.54498,29.61951,A,ADM3,13,43,4309,,0,1698
11186850,Musanze,-1.47795,29.58105,A,ADM3,13,43,4310,,0,2088
11186851,Musenyi,-2.18864,30.0297,A,ADM3,11,57,5706,,0,1442
11186852,Mwogo,-2.07076,30.14728,A,ADM3,11,57,5707,,0,1424
11186853,Ngeruka,-2.32092,30.10225,A,ADM3,11,57,5708,,0,1500
11186854,Ntarama,-2.09456,30.05647,A,ADM3,11,57,5709,,0,1418
11186855,Nyamata,-2.14395,30.09802,A,ADM3,11,57,5710,,0,1409
11186856,Nyarugenge,-2.30703,29.99889,A,ADM3,11,57,5711,,0,1447
11186857,Rilima,-2.17103,30.20012,A,ADM3,11,57,5712,,0,1399
11186858,Ruhuha,-2.3186,30.05838,A,ADM3,11,57,5713,,0,1438
11186859,Rweru,-2.31697,30.27694,A,ADM3,11,57,5714,,0,1323
11186860,Shyara,-2.25581,29.99833,A,ADM3,11,57,5715,,0,1504
11186861,Ndego,-1.99022,30.74399,A,ADM3,11,54,5408,,0,1377
11186862,Nyamirama,-1.95002,30.52925,A,ADM3,11,54,5409,,0,1595
11186863,Rukara,-1.8005,30.4725,A,ADM3,11,54,5410,,0,1541
11186864,Kazo,-2.213,30.49848,A,ADM3,11,56,5604,,0,1528
11186865,Karwema,-2.26817,30.45905,A,ADM4,11,56,5608,560801,0,1439
11186866,Mutenderi,-2.2805,30.48594,A,ADM4,11,56,5608,560803,0,1508
11186867,Muzingira,-2.27442,30.51004,A,ADM4,11,56,5608,560804,0,1481
11186868,Nyagasozi,-2.27077,30.53238,A,ADM4,11,56,5608,560805,0,1555
11186869,Bugera,-2.07176,30.53843,A,ADM4,11,56,5609,560901,0,1475
11186870,Kinunga,-2.0849,30.56583,A,ADM4,11,56,5609,560902,0,1544
11186871,Ndekwe,-2.06866,30.50056,A,ADM4,11,56,5609,560903,0,1492
11186872,Nyamagana,-2.12084,30.54775,A,ADM4,11,56,5609,560904,0,1648
11186873,Buliba,-2.18169,30.59187,A,ADM4,11,56,5610,561001,0,1557
11186874,Kibatsi,-2.13619,30.62786,A,ADM4,11,56,5610,561002,0,1554
11186875,Nyaruvumu,-2.15533,30.58822,A,ADM4,11,56,5610,561003,0,1405
11186876,Nyinya,-2.16991,30.62875,A,ADM4,11,56,5610,561004,0,1511
11186877,Gituza,-2.19304,30.29074,A,ADM4,11,56,5611,561101,0,1369
11186878,Ntovi,-2.14721,30.31661,A,ADM4,11,56,5611,561102,0,1388
11186879,Musya,-2.13759,30.52145,A,ADM4,11,56,5612,561203,0,1595
11186880,Ruhembe,-2.18191,30.41623,A,ADM4,11,56,5614,561403,0,1358
11186881,Ruhinga,-2.17179,30.37905,A,ADM4,11,56,5614,561404,0,1403
11186882,Murama,-2.36378,30.08717,A,ADM4,11,57,5708,570802,0,1431
11186883,Kabuye,-2.23088,30.27531,A,ADM4,11,57,5701,570102,0,1371
11186884,Rubona,-2.19176,30.32515,A,ADM4,11,56,5611,561104,0,1352
11186885,Rwintashya,-2.16052,30.29007,A,ADM4,11,56,5611,561105,0,1379
11186886,Kavumu,-1.87133,29.3635,A,ADM4,14,32,3212,321203,0,2016
11186887,Batima,-2.29804,30.27957,A,ADM4,11,57,5714,571401,0,1404
11186888,Rujambara,-2.09951,30.50716,A,ADM4,11,56,5612,561205,0,1471
11186889,Rwikubo,-2.10642,30.47821,A,ADM4,11,56,5612,561206,0,1406
11186890,Gafunzo,-2.23506,30.3992,A,ADM4,11,56,5613,561301,0,1365
11186891,Kibonde,-2.24163,30.42873,A,ADM4,11,56,5613,561302,0,1442
11186892,Nkanga,-2.22133,30.43508,A,ADM4,11,56,5613,561303,0,1497
11186893,Gakirage,-1.39043,30.30261,A,ADM4,11,52,5210,521004,0,1418
11186894,Gihinga,-1.82813,29.89623,A,ADM4,13,42,4213,421304,0,1608
11186895,Huro,-1.78672,29.86385,A,ADM4,13,42,4213,421305,0,1883
11186896,Musagara,-1.83963,29.87629,A,ADM4,13,42,4213,421306,0,1721
11186897,Musenyi,-1.78305,29.87317,A,ADM4,13,42,4213,421307,0,1668
11186898,Ruganda,-1.79031,29.90268,A,ADM4,13,42,4213,421308,0,1679
11186899,Ngoma,-2.18562,29.30033,A,ADM4,14,31,3103,310306,0,1784
11186900,Manishya,-1.6275,30.23693,A,ADM4,11,53,5302,530202,0,1768
11186901,Nyagasozi,-2.11382,30.42108,A,ADM4,11,56,5614,561401,0,1439
11186902,Nyagatugunda,-2.15453,30.41427,A,ADM4,11,56,5614,561402,0,1386
11186903,Gakamba,-2.1811,30.13646,A,ADM4,11,57,5705,570501,0,1402
11186904,Kagenge,-2.21233,30.13374,A,ADM4,11,57,5705,570502,0,1450
11186905,Nyamirama,-1.63908,30.34918,A,ADM4,11,53,5303,530305,0,1456
11186906,Rwankuba,-1.74912,29.86595,A,ADM4,13,42,4219,421907,0,1612
11186907,Shyombwe,-1.70923,29.8301,A,ADM4,13,42,4219,421908,0,1745
11186908,Gisesero,-1.55479,29.55643,A,ADM4,13,43,4301,430101,0,2171
11186909,Razi,-1.70163,29.86954,A,ADM4,13,42,4219,421906,0,1928
11186910,Rubago,-2.19263,30.35995,A,ADM4,11,56,5611,561103,0,1362
11186911,Kampanga,-1.44649,29.56333,A,ADM4,13,43,4307,430703,0,2321
11186912,Rugese,-2.07505,30.46688,A,ADM4,11,56,5612,561204,0,1538
11186913,Gasharu,-2.00514,30.03861,A,ADM4,12,11,1108,110802,0,1549
11186914,Mumena,-1.97871,30.05602,A,ADM4,12,11,1108,110803,0,1545
11186915,Rugarama,-1.99215,30.04289,A,ADM4,12,11,1108,110804,0,1590
11186916,Rukoma,-2.21494,30.37377,A,ADM4,11,56,5613,561304,0,1370
11186917,Rulindo,-2.16385,30.0012,A,ADM4,11,57,5706,570604,0,1453
11186918,Bitaba,-2.09208,30.15918,A,ADM4,11,57,5707,570701,0,1423
11186919,Shyira,-2.25729,29.91776,A,ADM4,15,21,2102,210206,0,1516
11186920,Kadaho,-2.26903,29.62279,A,ADM4,15,21,2103,210301,0,1681
11186921,Biryogo,-2.20174,30.25287,A,ADM4,11,57,5701,570101,0,1343
11186922,Karama,-2.29585,29.63716,A,ADM4,15,21,2103,210302,0,1601
11186923,Nyabinyenga,-2.31637,29.67848,A,ADM4,15,21,2103,210303,0,1727
11186924,Nyarurama,-2.31318,29.65679,A,ADM4,15,21,2103,210304,0,1728
11186925,Nyamigina,-2.24786,30.04714,A,ADM4,11,57,5704,570403,0,1427
11186926,Juru,-2.09806,30.2309,A,ADM4,11,57,5702,570201,0,1573
11186927,Kabukuba,-2.09594,30.19583,A,ADM4,11,57,5702,570202,0,1374
11186928,Mugorore,-2.13381,30.25131,A,ADM4,11,57,5702,570203,0,1374
11186929,Mwendo,-2.26926,30.25276,A,ADM4,11,57,5701,570104,0,1344
11186930,Kagasa,-2.06858,30.13842,A,ADM4,11,57,5707,570702,0,1349
11186931,Ramiro,-2.26363,30.22388,A,ADM4,11,57,5701,570105,0,1413
11186932,Musovu,-2.07504,30.18531,A,ADM4,11,57,5702,570204,0,1397
11186933,Biharagu,-2.41825,30.1538,A,ADM4,11,57,5703,570301,0,1348
11186934,Rwinume,-2.12772,30.20712,A,ADM4,11,57,5702,570205,0,1450
11186935,Kampeka,-2.38171,30.16049,A,ADM4,11,57,5703,570303,0,1364
11186936,Burenge,-2.40966,30.11094,A,ADM4,11,57,5703,570302,0,1414
11186937,Nyakayaga,-2.34387,30.13738,A,ADM4,11,57,5703,570304,0,1423
11186938,Gatobotobo,-2.56864,29.75132,A,ADM4,15,24,2407,240701,0,1746
11186939,Tunda,-2.38323,30.10862,A,ADM4,11,57,5703,570305,0,1473
11186940,Rugarama ii,-1.10864,30.40532,A,ADM4,11,52,5209,520908,0,1364
11186941,Gihira,-1.83131,29.41466,A,ADM4,14,32,3212,321202,0,2441
11186942,Bushenyi,-2.26143,30.08839,A,ADM4,11,57,5704,570401,0,1353
11186943,Cyabayaga,-1.42103,30.29396,A,ADM4,11,52,5210,521003,0,1377
11186944,Gakomeye,-2.25412,30.032,A,ADM4,11,57,5704,570402,0,1462
11186945,Rango,-2.27955,30.05247,A,ADM4,11,57,5704,570404,0,1449
11186946,Karera,-2.13153,30.17153,A,ADM4,11,57,5712,571202,0,1425
11186947,Mpondwa,-1.6507,30.3036,A,ADM4,11,53,5303,530304,0,1463
11186948,Kageyo,-1.73251,29.86138,A,ADM4,13,42,4219,421904,0,1672
11186949,Mbogo,-1.69394,29.84725,A,ADM4,13,42,4219,421905,0,1818
11186950,Rugarama,-2.24246,30.0714,A,ADM4,11,57,5704,570405,0,1419
11186951,Kibenga,-2.21479,30.10574,A,ADM4,11,57,5705,570503,0,1392
11186952,Kibirizi,-2.18755,30.16232,A,ADM4,11,57,5705,570504,0,1406
11186953,Mbyo,-2.27478,30.17333,A,ADM4,11,57,5705,570505,0,1435
11186954,Bisoke,-1.46501,29.50743,A,ADM4,13,43,4307,430701,0,2786
11186955,Kaguhu,-1.44507,29.52547,A,ADM4,13,43,4307,430702,0,2596
11186956,Musenyi,-2.17502,30.03382,A,ADM4,11,57,5706,570602,0,1380
11186957,Gicaca,-2.21041,30.01739,A,ADM4,11,57,5706,570601,0,1474
11186958,Rurenge,-2.08529,30.1258,A,ADM4,11,57,5707,570704,0,1415
11186959,Gihembe,-2.26844,30.1183,A,ADM4,11,57,5708,570801,0,1389
11186960,Rugunga,-2.04868,30.16206,A,ADM4,11,57,5707,570703,0,1404
